@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2,3,4,5,6}

@data
1432,'2019/09/24 11:26:49:170',15,-14012879,-9015186,-2168339,-4729373,-7292988,-9268835,-13090492,-13224395,-12432299,-13419713,-13616572,-7627858,-1117967,-787459,-7886663,-8809568,-13354435,-13224652,-12039344,-13289412,-13548973,-4273188,-1,-1376514,-7622206,-8941668,-13880780,-13553359,-12236723,-13486792,-13745065,-3352346,-65537,-3473666,-8675921,-10124911,-13551556,-13487308,-12237240,-13422287,-14336688,-10911849,-9727320,-10248784,-10717302,-10847600,-11179912,-11774881,-12171447,-12501445,-13547166,-1314569,-1508869,-6558220,-9664874,-10848117,-12037025,-12499123,-12566979,-13160662,-13283995,-1248779,-458753,-5377803,-9202779,-10519154,-15461099,-15461357,-14343648,-15199472,-13222075,-2106670,-2892833,-9399657,-11114896,-12367282,-15593970,-16514299,-15922422,-16185080,-11711928,-1579295,-14541022,-14413811,-15201527,-15726072,-15267320,-15726073,-15791867,-16251132,-10198693,-3686990,-15003382,-14610934,-15398650,-14874364,-16054780,-16186109,-16186110,-16251389,2
1433,'2019/09/24 11:26:49:203',15,-14012623,-9146003,-2168339,-4663837,-7292989,-9203555,-13024956,-13224395,-12432300,-13419968,-13682107,-7627602,-1052175,-787459,-7821128,-8744288,-13354690,-13224908,-12105135,-13289413,-13614510,-4273188,-1,-1376514,-7491134,-9006948,-13881036,-13487823,-12302003,-13421000,-13745064,-3352346,-65537,-3473666,-8675920,-10124910,-13551555,-13487309,-12302776,-13422287,-14336433,-10977385,-9727320,-10248785,-10717046,-10847599,-11179911,-11774882,-12171447,-12566981,-13677982,-1314569,-1508869,-6558220,-9664618,-10848116,-12037025,-12499123,-12566979,-13226198,-13218459,-1248779,-458753,-5312011,-9202523,-10453875,-15395563,-15461357,-14343650,-15330800,-13222332,-2041135,-3221798,-9729392,-11246739,-12499124,-15593970,-16514299,-15922422,-16185080,-11711929,-1579551,-14672352,-14479603,-15135735,-15857400,-15463928,-15726330,-15792123,-16251387,-10198694,-3686733,-14937588,-14873333,-15398393,-15136764,-15858172,-16186366,-16186110,-16185854,2
1434,'2019/09/24 11:26:49:237',15,-13947342,-9146259,-2168339,-4729372,-7292988,-9268835,-13090491,-13224394,-12432299,-13419713,-13616827,-7627859,-1117967,-787203,-7886663,-8809568,-13354434,-13224652,-12039344,-13289412,-13548973,-4273188,-1,-1376514,-7556414,-8941668,-13880779,-13553104,-12302259,-13421256,-13745064,-3418138,-65537,-3473666,-8741456,-10124910,-13486020,-13487309,-12302776,-13487568,-14271153,-10977640,-9727576,-10249040,-10782582,-10847599,-11180167,-11774626,-12171447,-12501446,-13612446,-1314569,-1508869,-6492684,-9730153,-10848116,-12037026,-12499123,-12566979,-13160662,-13218460,-1248779,-393217,-5312011,-9202523,-10388083,-15395562,-15461357,-14409441,-15330800,-13222332,-2106670,-3419176,-9926771,-11312789,-12499638,-15593970,-16514043,-15922422,-16185080,-11777464,-1645088,-14738145,-14545140,-15135734,-15922937,-15529720,-15791865,-15792122,-16251388,-10198695,-3555405,-14740725,-15069942,-15398392,-15333629,-15792636,-16186366,-16185854,-16251390,2
1435,'2019/09/24 11:26:49:269',15,-14078414,-9015188,-2102803,-4729373,-7292988,-9268835,-13090492,-13158860,-12432300,-13354432,-13682363,-7693395,-1117711,-787459,-7886407,-8809567,-13289154,-13224652,-12039600,-13289412,-13548974,-4338724,-1,-1376514,-7556414,-8941668,-13815244,-13553360,-12236723,-13421000,-13745321,-3418139,-65537,-3473666,-8675920,-10059375,-13551555,-13487309,-12302776,-13422031,-14271153,-11042921,-9792856,-10183503,-10782581,-10847599,-11180167,-11774883,-12105910,-12501445,-13678238,-1380105,-1508869,-6492684,-9599082,-10848117,-12037025,-12499124,-12566980,-13226199,-13284253,-1248779,-458753,-5312011,-9202523,-10453875,-15395563,-15461357,-14343906,-15396336,-13222333,-2106928,-3550763,-10058614,-11378583,-12630968,-15593970,-16514043,-15922422,-16250616,-11777465,-1645088,-14738401,-14676211,-15069942,-15988473,-15595257,-15857402,-15792123,-16251388,-10264231,-3555149,-14806005,-15135478,-15398392,-15399165,-15792636,-16186366,-16185854,-16251390,2
1436,'2019/09/24 11:26:49:303',15,-14012879,-9146259,-2168339,-4729373,-7292989,-9203555,-13090492,-13158859,-12432300,-13354177,-13682364,-7627858,-1117967,-721923,-7821128,-8744288,-13354434,-13224908,-12104880,-13289412,-13614510,-4338725,-1,-1376514,-7491134,-9006948,-13880779,-13553360,-12236723,-13421000,-13810601,-3418139,-65537,-3473666,-8741456,-10124910,-13551556,-13487308,-12237241,-13422032,-14271152,-10977385,-9727576,-10183249,-10651767,-10847599,-11180167,-11709346,-12171446,-12501446,-13547165,-1314569,-1508869,-6558220,-9599338,-10782836,-11971490,-12499123,-12566979,-13226199,-13284251,-1248779,-458753,-5312011,-9137242,-10519410,-15395562,-15461613,-14409441,-15396336,-13222333,-2106928,-3682349,-10190457,-11509913,-12631481,-15528434,-16514043,-15922422,-16185080,-11777464,-1710881,-14803939,-14610675,-15004406,-15988729,-15595257,-15857658,-15857659,-16251388,-10264486,-3555405,-14740469,-15201014,-15332856,-15464957,-15792636,-16186366,-16185854,-16251647,2
1437,'2019/09/24 11:26:49:340',15,-14012879,-9146258,-2168339,-4729372,-7227453,-9269091,-13090492,-13224395,-12366764,-13419713,-13682107,-7693139,-1117967,-787459,-7886664,-8809823,-13354691,-13224652,-12104881,-13289413,-13548974,-4273188,-1,-1376514,-7556670,-8941668,-13946316,-13553359,-12236723,-13421256,-13679785,-3417882,-65537,-3473666,-8675920,-10124911,-13486276,-13487308,-12302777,-13422031,-14336688,-10911849,-9792856,-10249039,-10717302,-10847855,-11180167,-11774626,-12171447,-12501446,-13612702,-1380105,-1508869,-6558220,-9730154,-10848372,-12037025,-12564660,-12567235,-13291734,-13283994,-1248779,-458754,-5377547,-9137243,-10453874,-15395563,-15461357,-14409441,-15330801,-13222332,-2106670,-3813934,-10322043,-11510170,-12762554,-15593970,-16514043,-15922422,-16250616,-11777465,-1776674,-14804196,-14676212,-15069942,-15988729,-15661049,-15923194,-15792123,-16251388,-10198695,-3621198,-14674933,-15201014,-15332600,-15464957,-15792381,-16186366,-16186110,-16251390,2
1438,'2019/09/24 11:26:49:370',15,-14012879,-9146258,-2168339,-4729372,-7227453,-9269091,-13090492,-13224395,-12366764,-13419713,-13682107,-7693139,-1117967,-787459,-7886664,-8809823,-13354691,-13224652,-12104881,-13289413,-13548974,-4273188,-1,-1376514,-7556670,-8941668,-13946316,-13553359,-12236723,-13421256,-13679785,-3417882,-65537,-3473666,-8675920,-10124911,-13486276,-13487308,-12302777,-13422031,-14336688,-10911849,-9792856,-10249039,-10717302,-10847855,-11180167,-11774626,-12171447,-12501446,-13612702,-1380105,-1508869,-6558220,-9730154,-10848372,-12037025,-12564660,-12567235,-13291734,-13283994,-1248779,-458754,-5377547,-9137243,-10453874,-15395563,-15461357,-14409441,-15330801,-13222332,-2106670,-3813934,-10322043,-11510170,-12762554,-15593970,-16514043,-15922422,-16250616,-11777465,-1776674,-14804196,-14676212,-15069942,-15988729,-15661049,-15923194,-15792123,-16251388,-10198695,-3621198,-14674933,-15201014,-15332600,-15464957,-15792381,-16186366,-16186110,-16251390,2
1439,'2019/09/24 11:26:49:405',15,-13947342,-9080466,-2168339,-4729373,-7292989,-9334371,-13090748,-13158858,-12432299,-13419713,-13616572,-7562067,-1052175,-787459,-7886664,-8744288,-13354435,-13224652,-12039344,-13289413,-13614509,-4338724,-1,-1376514,-7622206,-8941668,-13881036,-13553360,-12302004,-13421255,-13679784,-3352346,-65537,-3473666,-8741456,-10059375,-13551812,-13487309,-12237240,-13422288,-14271152,-10977383,-9662040,-10248784,-10717046,-10847600,-11179911,-11774626,-12171447,-12501446,-13547166,-1314569,-1508869,-6558220,-9664874,-10848372,-12037026,-12499379,-12567235,-13226199,-13283996,-1248779,-458753,-5377547,-9202779,-10453875,-15461099,-15461357,-14343906,-15396337,-13222333,-2106672,-3879984,-10387836,-11575963,-12697275,-15593970,-16514043,-15922422,-16250616,-11711929,-1776931,-14869988,-14676212,-15135478,-16054265,-15660794,-15923194,-15857659,-16251388,-10198694,-3686991,-14740470,-15201014,-15267321,-15530493,-15726844,-16186366,-16185854,-16251646,2
1440,'2019/09/24 11:26:49:439',15,-13947342,-9080466,-2168339,-4729373,-7292989,-9334371,-13090748,-13158858,-12432299,-13419713,-13616572,-7562067,-1052175,-787459,-7886664,-8744288,-13354435,-13224652,-12039344,-13289413,-13614509,-4338724,-1,-1376514,-7622206,-8941668,-13881036,-13553360,-12302004,-13421255,-13679784,-3352346,-65537,-3473666,-8741456,-10059375,-13551812,-13487309,-12237240,-13422288,-14271152,-10977383,-9662040,-10248784,-10717046,-10847600,-11179911,-11774626,-12171447,-12501446,-13547166,-1314569,-1508869,-6558220,-9664874,-10848372,-12037026,-12499379,-12567235,-13226199,-13283996,-1248779,-458753,-5377547,-9202779,-10453875,-15461099,-15461357,-14343906,-15396337,-13222333,-2106672,-3879984,-10387836,-11575963,-12697275,-15593970,-16514043,-15922422,-16250616,-11711929,-1776931,-14869988,-14676212,-15135478,-16054265,-15660794,-15923194,-15857659,-16251388,-10198694,-3686991,-14740470,-15201014,-15267321,-15530493,-15726844,-16186366,-16185854,-16251646,2
1441,'2019/09/24 11:26:49:470',15,-13947342,-9080722,-2168339,-4729373,-7292989,-9203555,-13090491,-13224395,-12432300,-13354177,-13551292,-7627859,-1117967,-787459,-7821128,-8809568,-13354435,-13224652,-12105136,-13289413,-13614509,-4338724,-1,-1376514,-7556414,-8941412,-13880780,-13553359,-12236723,-13421000,-13745065,-3352602,-65537,-3473666,-8741456,-10124910,-13486019,-13487309,-12302777,-13422287,-14271152,-10977385,-9727320,-10248785,-10782582,-10913134,-11179912,-11774626,-12105911,-12501446,-13612447,-1314569,-1508869,-6492684,-9599338,-10848372,-12036769,-12564660,-12567235,-13291735,-13218716,-1248779,-393217,-5312011,-9202523,-10453619,-15395563,-15461357,-14343906,-15461873,-13222333,-2106670,-4011569,-10453887,-11576476,-12828603,-15528434,-16448507,-15922422,-16185080,-11711929,-1842724,-14935782,-14676212,-15070198,-16054266,-15464185,-15857658,-15857659,-16251388,-10264231,-3752785,-14740469,-15135478,-15332857,-15530493,-15595772,-16186366,-16186109,-16251646,2
1442,'2019/09/24 11:26:49:504',15,-14012879,-9146259,-2102803,-4729373,-7292989,-9203555,-13090491,-13224395,-12366765,-13354432,-13551292,-7627859,-1117967,-787459,-7821127,-8809824,-13354435,-13290189,-12105136,-13354948,-13483695,-4338725,-1,-1376514,-7491133,-8941668,-13880779,-13553360,-12302260,-13421255,-13679785,-3418139,-65537,-3473666,-8675920,-10059375,-13551556,-13487309,-12302776,-13422287,-14271153,-10977384,-9727321,-10248783,-10651767,-10847599,-11114631,-11774626,-12171446,-12501446,-13612702,-1380105,-1443333,-6558220,-9599083,-10848372,-11971490,-12564660,-12566979,-13226199,-13218716,-1248779,-393217,-5312011,-9137243,-10584691,-15395306,-15461357,-14343906,-15396593,-13222588,-2172464,-4011570,-10519679,-11576477,-12763068,-15528178,-16448506,-15922422,-16250616,-11777465,-1842724,-14935782,-14610676,-15070198,-16119802,-15529465,-15792122,-15857659,-16251388,-10264487,-3752783,-14806005,-15135478,-15332857,-15530493,-15595772,-16186366,-16186110,-16251646,2
1443,'2019/09/24 11:26:49:538',15,-14012879,-9146258,-2168339,-4729373,-7292988,-9268836,-13090491,-13224395,-12367019,-13419713,-13616828,-7627859,-1052431,-787203,-7821127,-8809822,-13354435,-13224653,-12039344,-13289412,-13549230,-4338724,-1,-1376514,-7491134,-8941668,-13880779,-13487568,-12236723,-13486536,-13810601,-3418139,-65537,-3408130,-8675920,-10059376,-13551556,-13487309,-12302776,-13487568,-14271152,-10977641,-9792856,-10248785,-10651766,-10782064,-11180166,-11774626,-12171447,-12501446,-13612703,-1380105,-1508869,-6558220,-9664618,-10848117,-12037025,-12499124,-12566979,-13226454,-13349787,-1248780,-458753,-5312011,-9137243,-10519410,-15395563,-15461357,-14409442,-15396593,-13222333,-2106929,-4077363,-10454400,-11642013,-12828604,-15528178,-16448507,-15922422,-16185080,-11777721,-1842725,-14935781,-14610676,-15070198,-16054522,-15463929,-15857658,-15792123,-16251388,-10264487,-3687248,-14740469,-15069942,-15267320,-15530493,-15530236,-16186366,-16185854,-16251646,2
1444,'2019/09/24 11:26:49:573',15,-14012879,-9080723,-2168339,-4663837,-7292989,-9203299,-13090491,-13224394,-12432300,-13419714,-13616828,-7627602,-1117967,-787459,-7821128,-8809824,-13419971,-13290188,-12039600,-13289413,-13548974,-4273189,-1,-1376514,-7556670,-8876132,-13880780,-13553360,-12302003,-13421256,-13810345,-3352602,-65537,-3473666,-8675921,-10124911,-13551556,-13487308,-12302777,-13422032,-14271153,-10977385,-9792856,-10249040,-10717047,-10847599,-11180167,-11774882,-12105911,-12501447,-13612446,-1314569,-1508869,-6558220,-9664618,-10848373,-12036770,-12564659,-12567235,-13291991,-13218460,-1248780,-458753,-5377547,-9202524,-10453619,-15461099,-15461357,-14409442,-15462129,-13222333,-2106671,-4142899,-10519936,-11576477,-12828604,-15528434,-16448506,-15987959,-16250617,-11711929,-1842981,-14935782,-14610676,-15070198,-16119802,-15464185,-15857658,-15857659,-16251389,-10264487,-3752783,-14806005,-15069942,-15332857,-15530493,-15595772,-16186365,-16186110,-16251646,2
1445,'2019/09/24 11:26:49:605',15,-14012623,-9080210,-2168339,-4729373,-7358525,-9203555,-13090492,-13224395,-12366763,-13354433,-13616572,-7562066,-1052175,-787459,-7886664,-8809823,-13354691,-13290188,-12039600,-13354948,-13614509,-4272932,-1,-1376514,-7556670,-9006948,-13881036,-13553360,-12302259,-13421255,-13679529,-3286810,-65537,-3473666,-8741456,-10124911,-13551556,-13487308,-12302776,-13422032,-14205616,-10977385,-9727320,-10183504,-10782582,-10847599,-11180167,-11840417,-12171447,-12566981,-13612446,-1249033,-1508869,-6558220,-9664874,-10848117,-12037025,-12499123,-12567235,-13291991,-13218459,-1183243,-458754,-5377547,-9202778,-10519411,-15461099,-15461357,-14409441,-15396593,-13222332,-2106671,-4143155,-10519937,-11642269,-12894139,-15528178,-16448507,-15922422,-16250616,-11711929,-1842981,-14935782,-14610932,-15070198,-16054522,-15464185,-15792122,-15857659,-16251389,-10198695,-3753040,-14806262,-15135478,-15332856,-15530493,-15595772,-16186366,-16186110,-16251646,2
1446,'2019/09/24 11:26:49:638',15,-14012878,-9080723,-2233875,-4729373,-7292989,-9269090,-13090491,-13224394,-12432299,-13288641,-13616572,-7627602,-1117967,-787459,-7821128,-8809823,-13354434,-13224908,-12039600,-13289412,-13548973,-4273188,-1,-1376514,-7556670,-9006948,-13881036,-13553360,-12302258,-13421255,-13679529,-3352346,-65537,-3473666,-8675920,-10190447,-13551555,-13487308,-12302776,-13487567,-14271152,-10977384,-9727320,-10248784,-10717302,-10847598,-11180167,-11774625,-12171446,-12501446,-13612447,-1314569,-1508869,-6558220,-9664618,-10848372,-12037025,-12499124,-12566979,-13291991,-13283997,-1248779,-458753,-5377547,-9137243,-10519411,-15395563,-15461356,-14409441,-15396593,-13222333,-2106671,-4142899,-10585473,-11642013,-12828604,-15462642,-16448507,-15987958,-16185080,-11711929,-1908261,-14935782,-14610932,-15070198,-16119802,-15464185,-15857658,-15857659,-16251389,-10264230,-3687248,-14740470,-15069942,-15332857,-15596029,-15530236,-16186366,-16186110,-16251646,2
1447,'2019/09/24 11:26:49:672',15,-14078415,-9080723,-2102803,-4729373,-7227453,-9203555,-13090491,-13158859,-12432555,-13354177,-13616828,-7627859,-1117967,-787459,-7821127,-8809568,-13354435,-13224908,-12039600,-13223876,-13614509,-4338725,-1,-1376514,-7556414,-8941668,-13880779,-13553360,-12302259,-13421255,-13679529,-3418138,-65537,-3473666,-8675920,-10124911,-13551555,-13487309,-12302776,-13487567,-14271152,-10977641,-9727320,-10248784,-10717301,-10847598,-11180167,-11709346,-12105911,-12501445,-13547166,-1380105,-1508869,-6558220,-9664618,-10848372,-12037026,-12499124,-12566979,-13226199,-13283997,-1248779,-393217,-5312011,-9137243,-10519154,-15395563,-15461357,-14409441,-15396337,-13222334,-2106671,-4077107,-10519936,-11642013,-12763067,-15528177,-16448507,-15922422,-16185080,-11777465,-1842724,-14935782,-14610676,-15135734,-16054266,-15464185,-15791866,-15857659,-16251389,-10264488,-3686991,-14806006,-15135478,-15332856,-15596029,-15661052,-16186366,-16186110,-16251646,2
1448,'2019/09/24 11:26:49:704',15,-14078415,-9080723,-2102803,-4729373,-7227453,-9203555,-13090491,-13158859,-12432555,-13354177,-13616828,-7627859,-1117967,-787459,-7821127,-8809568,-13354435,-13224908,-12039600,-13223876,-13614509,-4338725,-1,-1376514,-7556414,-8941668,-13880779,-13553360,-12302259,-13421255,-13679529,-3418138,-65537,-3473666,-8675920,-10124911,-13551555,-13487309,-12302776,-13487567,-14271152,-10977641,-9727320,-10248784,-10717301,-10847598,-11180167,-11709346,-12105911,-12501445,-13547166,-1380105,-1508869,-6558220,-9664618,-10848372,-12037026,-12499124,-12566979,-13226199,-13283997,-1248779,-393217,-5312011,-9137243,-10519154,-15395563,-15461357,-14409441,-15396337,-13222334,-2106671,-4077107,-10519936,-11642013,-12763067,-15528177,-16448507,-15922422,-16185080,-11777465,-1842724,-14935782,-14610676,-15135734,-16054266,-15464185,-15791866,-15857659,-16251389,-10264488,-3686991,-14806006,-15135478,-15332856,-15596029,-15661052,-16186366,-16186110,-16251646,2
1449,'2019/09/24 11:26:49:737',15,-14012879,-9146003,-2168339,-4729373,-7292989,-9268835,-13024955,-13224395,-12366764,-13419713,-13616572,-7627859,-1117711,-787203,-7821127,-8809823,-13419970,-13224909,-12039600,-13289411,-13548973,-4338980,-1,-1376514,-7491134,-8941667,-13880779,-13553359,-12302259,-13421255,-13745066,-3418139,-65537,-3408130,-8675920,-10059374,-13551555,-13552845,-12302776,-13422032,-14271153,-10977641,-9727321,-10248784,-10717302,-10847599,-11245447,-11774882,-12171447,-12501446,-13612702,-1314569,-1508869,-6558220,-9664618,-10848372,-12037025,-12499124,-12632515,-13291736,-13349532,-1314315,-458753,-5312011,-9137243,-10453874,-15395562,-15527149,-14409442,-15396336,-13222333,-2172465,-3945778,-10454143,-11576476,-12697274,-15462642,-16448507,-15987959,-16250616,-11777722,-1776931,-14869989,-14610676,-15135734,-16119802,-15463929,-15792122,-15857660,-16251388,-10330023,-3621198,-14740469,-15135478,-15332857,-15530493,-15595772,-16186366,-16186110,-16251646,2
1450,'2019/09/24 11:26:49:770',15,-14012879,-9080723,-2168339,-4794653,-7358525,-9203555,-13024956,-13224395,-12432299,-13419713,-13616829,-7693395,-1117967,-787459,-7886662,-8875104,-13354434,-13224652,-12039345,-13289412,-13680045,-4338725,-1,-1376514,-7556414,-9006947,-13880779,-13553360,-12236723,-13421256,-13745066,-3418139,-65537,-3473666,-8675920,-10059375,-13551555,-13487308,-12302776,-13422032,-14336689,-11042921,-9727320,-10248784,-10782582,-10847599,-11180167,-11774626,-12171447,-12566981,-13547166,-1380105,-1508869,-6558220,-9664618,-10848117,-12037026,-12499124,-12566979,-13291735,-13283997,-1248780,-458753,-5312011,-9136988,-10453619,-15395563,-15461357,-14343906,-15396337,-13222333,-2106671,-3945521,-10453886,-11575963,-12762554,-15528178,-16448507,-15922422,-16250616,-11777722,-1776930,-14869989,-14610932,-15070199,-16054266,-15463929,-15857402,-15857659,-16251388,-10264487,-3686735,-14740726,-15069942,-15332856,-15596029,-15595772,-16186366,-16186109,-16251646,2
1451,'2019/09/24 11:26:49:803',15,-13947343,-9080467,-2168339,-4729373,-7227453,-9203555,-13024956,-13224139,-12432299,-13419970,-13682107,-7627603,-1117968,-787459,-7886663,-8744287,-13419971,-13224908,-12104879,-13289413,-13614509,-4273188,-1,-1376514,-7491134,-8941668,-13881036,-13553359,-12236722,-13421255,-13745063,-3352346,-65537,-3473666,-8675920,-10124911,-13551555,-13487309,-12302777,-13422287,-14271152,-10977384,-9727320,-10248785,-10717046,-10847599,-11180168,-11774883,-12171447,-12501446,-13612445,-1314569,-1508869,-6558220,-9599338,-10848372,-12037026,-12564659,-12566979,-13291735,-13283996,-1248779,-458753,-5312011,-9137243,-10519411,-15461099,-15461357,-14343905,-15396337,-13222332,-2106671,-3879727,-10387837,-11510426,-12697018,-15528434,-16448507,-15987958,-16185080,-11777465,-1711138,-14869988,-14610676,-15070198,-16054266,-15398393,-15792122,-15857660,-16251389,-10264230,-3686734,-14740725,-15069942,-15267321,-15530494,-15595772,-16186366,-16186110,-16251646,2
1452,'2019/09/24 11:26:49:836',15,-13947343,-9080467,-2168339,-4729373,-7227453,-9203555,-13024956,-13224139,-12432299,-13419970,-13682107,-7627603,-1117968,-787459,-7886663,-8744287,-13419971,-13224908,-12104879,-13289413,-13614509,-4273188,-1,-1376514,-7491134,-8941668,-13881036,-13553359,-12236722,-13421255,-13745063,-3352346,-65537,-3473666,-8675920,-10124911,-13551555,-13487309,-12302777,-13422287,-14271152,-10977384,-9727320,-10248785,-10717046,-10847599,-11180168,-11774883,-12171447,-12501446,-13612445,-1314569,-1508869,-6558220,-9599338,-10848372,-12037026,-12564659,-12566979,-13291735,-13283996,-1248779,-458753,-5312011,-9137243,-10519411,-15461099,-15461357,-14343905,-15396337,-13222332,-2106671,-3879727,-10387837,-11510426,-12697018,-15528434,-16448507,-15987958,-16185080,-11777465,-1711138,-14869988,-14610676,-15070198,-16054266,-15398393,-15792122,-15857660,-16251389,-10264230,-3686734,-14740725,-15069942,-15267321,-15530494,-15595772,-16186366,-16186110,-16251646,2
1453,'2019/09/24 11:26:49:871',15,-14012878,-9080466,-2168339,-4729373,-7292989,-9269090,-13090748,-13224395,-12432301,-13419713,-13616571,-7562065,-1052431,-787459,-7821128,-8809824,-13354690,-13290444,-12039600,-13354949,-13548973,-4272932,-1,-1376514,-7556670,-8941668,-13881036,-13553360,-12302259,-13486792,-13810600,-3352346,-65537,-3473666,-8741457,-10059375,-13551555,-13487309,-12302777,-13487568,-14336688,-10911849,-9727320,-10249040,-10782581,-10847599,-11245703,-11774882,-12171447,-12501445,-13612447,-1314313,-1508869,-6558220,-9664619,-10848373,-12037026,-12499124,-12567236,-13291735,-13283996,-1183243,-458753,-5312267,-9137243,-10519410,-15395563,-15461357,-14409442,-15396337,-13222333,-2106414,-3748142,-10322043,-11510170,-12762297,-15528434,-16514043,-15987958,-16185080,-11711929,-1710881,-14804195,-14610931,-15135735,-16054265,-15463929,-15791866,-15857660,-16251388,-10133159,-3621197,-14806262,-15135478,-15267321,-15596029,-15595772,-16186366,-16186110,-16251646,2
