@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2,3,4,5,6}

@data
1955,'2019/09/24 11:30:56:508',20,-13814467,-8947847,-2036751,-4269592,-6504752,-8545105,-12761267,-13025985,-12299164,-13090232,-13680564,-7429448,-1906966,-2234644,-7952708,-8546646,-13156796,-13026756,-12301997,-14869732,-13613992,-7166530,-14606554,-13296614,-15395817,-14871789,-14937326,-14409181,-14738918,-15856628,-13810083,-11443850,-15397877,-13036532,-15923450,-15267063,-15857657,-15922936,-16185593,-16053751,-14203556,-10389625,-12169389,-12441564,-15067367,-14478317,-14278105,-14211800,-14938356,-15528180,-13478793,-1182983,-853253,-5115916,-9335391,-10850172,-11706769,-12234916,-13686490,-15199472,-13215622,-1182987,-65537,-3279880,-8609351,-9991260,-15263716,-15460841,-14014168,-13950952,-13088937,-2040617,-65537,-3018506,-8543302,-9663586,-15790319,-16711163,-16645629,-15658992,-11709350,-328712,-1904650,-6765611,-9464406,-10060148,-16119285,-16777212,-16777213,-16777212,-10261907,-1446159,-4072729,-5578518,-9593682,-10847351,-16184822,-16777213,-16777214,-16777212,5
1956,'2019/09/24 11:30:56:541',20,-13814468,-9013639,-2036751,-4269592,-6504497,-8544850,-12761267,-12960448,-12364700,-13090233,-13615538,-7495241,-1906966,-2168594,-7755845,-8611926,-13156539,-13026755,-12301997,-14935525,-13679530,-7232323,-14541017,-13362149,-15395817,-14806253,-14937326,-14408925,-14739175,-15856628,-13810084,-11575435,-15397877,-12970997,-15923450,-15267063,-15857913,-15857400,-16185593,-16053751,-14203555,-10389370,-12235182,-12572892,-15132904,-14609388,-14343642,-14146519,-14872820,-15528179,-13479050,-1248520,-852997,-5050636,-9335392,-10915965,-11706769,-12300451,-13686746,-15199473,-13281157,-1248779,-65537,-3279624,-8674886,-9925468,-15263461,-15395305,-14014424,-13950695,-13023145,-2040616,-65537,-3018506,-8543302,-9794658,-15790062,-16711419,-16645629,-15659248,-11709607,-328968,-1970186,-6634795,-9464406,-10125426,-16119028,-16776956,-16777214,-16777212,-10327957,-1445903,-4007194,-5512725,-9593682,-10781559,-16185078,-16777213,-16777214,-16777212,5
1957,'2019/09/24 11:30:56:576',20,-13748933,-9013639,-2036495,-4204055,-6504497,-8610641,-12761267,-12960449,-12430235,-13090231,-13615284,-7495240,-1841173,-2102802,-7886658,-8546389,-13091003,-13026756,-12302254,-14935782,-13613994,-7232580,-14541017,-13296358,-15461353,-14871789,-15002862,-14409181,-14739175,-15922164,-13810084,-11772556,-15332341,-12970996,-15923450,-15267063,-15923449,-15857400,-16185593,-16053751,-14203812,-10389626,-12235438,-12572893,-15132904,-14544109,-14343898,-14146520,-14872820,-15528179,-13478794,-1248519,-852997,-5116173,-9335392,-10981502,-11772305,-12234915,-13686490,-15133937,-13215877,-1314315,-65537,-3279624,-8740422,-9925724,-15263460,-15460841,-14014424,-13950695,-13088682,-2106153,-65537,-2952970,-8543302,-9794657,-15790063,-16711164,-16645629,-15658992,-11709863,-328968,-1970442,-6700331,-9464406,-10059891,-16119028,-16776956,-16777214,-16777212,-10393237,-1380366,-4007193,-5447189,-9658962,-10781559,-16185078,-16777214,-16777213,-16777211,5
1958,'2019/09/24 11:30:56:609',20,-13749188,-9079175,-2036495,-4269591,-6438960,-8544849,-12695731,-13025985,-12299420,-13024697,-13615539,-7494985,-1775380,-1971472,-7755330,-8546132,-13091260,-13026755,-12367534,-14935782,-13679530,-7298372,-14475225,-13231078,-15395561,-14871788,-15002861,-14343389,-14739174,-15922165,-13875875,-11838349,-15332341,-13102069,-15923450,-15332599,-15988985,-15791864,-16185593,-16053751,-14203813,-10389627,-12301232,-12573151,-15198440,-14609645,-14343899,-14212056,-14873076,-15593972,-13413515,-1314312,-852997,-5050893,-9335649,-10981758,-11772305,-12300451,-13686746,-15199473,-13150342,-1314316,-65537,-3279624,-8609350,-9925724,-15263460,-15395305,-14014424,-13950696,-13154218,-2106410,-65537,-2952970,-8543302,-9794401,-15790062,-16711163,-16645629,-15593457,-11709863,-328969,-1970442,-6700331,-9398872,-10059890,-16119028,-16777213,-16777214,-16777212,-10393494,-1380367,-3941658,-5512725,-9659217,-10781559,-16185078,-16777213,-16777213,-16777213,5
1959,'2019/09/24 11:30:56:642',20,-13814725,-9013639,-2036495,-4204055,-6504496,-8544849,-12695731,-12960449,-12364700,-13090231,-13550003,-7495241,-1709588,-1839887,-7689537,-8480596,-13156539,-13026756,-12367535,-14935782,-13679785,-7298116,-14474968,-13361893,-15395560,-14805997,-14937069,-14343388,-14738918,-15856629,-13810085,-11838606,-15332341,-13036789,-15923450,-15267063,-15923449,-15791864,-16185594,-16053751,-14269347,-10389883,-12367282,-12639198,-15198697,-14675181,-14409691,-14146521,-14807540,-15593971,-13479050,-1314312,-853253,-5116686,-9401186,-10982014,-11706770,-12300451,-13686746,-15199473,-13150342,-1314315,-65537,-3345160,-8674886,-9925469,-15263460,-15395560,-13948632,-13950951,-13088682,-2106153,-65537,-2952714,-8543301,-9729121,-15724526,-16711163,-16645629,-15593456,-11775399,-328969,-1970186,-6634539,-9464407,-10125427,-16119028,-16777213,-16777214,-16777212,-10262423,-1380366,-4072730,-5512725,-9593681,-10781558,-16184822,-16777213,-16777214,-16777212,5
1960,'2019/09/24 11:31:18:999',21,-13946309,-9079430,-2036495,-4400664,-6635825,-8939091,-12958389,-13289157,-12562335,-13615803,-13746607,-7494725,-986380,-459266,-7294264,-8545361,-13353660,-13355463,-12235431,-12961219,-13744802,-4337951,-1,-459010,-7095856,-8808792,-13814983,-13618636,-13223360,-15265007,-14006688,-4206879,-11841700,-13818581,-14933980,-14805738,-15264748,-14737890,-15265005,-16119287,-14467241,-12691346,-15528948,-13102069,-15923450,-15594999,-15988985,-16054265,-16119801,-15922422,-13742997,-3878693,-11775657,-12177875,-14935267,-14740718,-15265520,-14672868,-14609906,-15199730,-13348239,-1380108,-65537,-3804426,-9333589,-10650737,-15395048,-15461354,-13752285,-14739952,-13351599,-2171947,-65537,-3215114,-8740938,-10123623,-15790319,-16711419,-15593455,-13688039,-11841706,-394505,-1970443,-6831404,-9661530,-10388599,-16119285,-16777212,-16777214,-16382714,-10459543,-1380367,-4072986,-5709590,-9791061,-10913916,-16185079,-16777214,-16777214,-16777212,4
1961,'2019/09/24 11:31:19:033',21,-13946308,-9144966,-2036495,-4400664,-6701618,-8939092,-13024181,-13223620,-12627871,-13615803,-13681071,-7429188,-986380,-459266,-7360056,-8545360,-13353917,-13289928,-12235175,-12961218,-13744801,-4272415,-1,-459010,-7095857,-8743256,-13880519,-13618636,-13223359,-15265007,-13941151,-4141087,-11841701,-13753046,-14933980,-14805738,-15199212,-14737890,-15265005,-16119543,-14401705,-12691346,-15528948,-13233140,-15923450,-15594999,-15988985,-16054265,-16120057,-15987958,-13742996,-3813157,-11775913,-12243156,-15000803,-14675182,-15265520,-14672868,-14544370,-15199730,-13414030,-1314572,-65537,-3870218,-9399125,-10650992,-15329768,-15461354,-13752541,-14739952,-13220783,-2106410,-65537,-3215115,-8740938,-10123624,-15855856,-16711163,-15593199,-13687784,-11841451,-328969,-2035978,-6766124,-9596249,-10323319,-16119285,-16776956,-16777214,-16448250,-10394009,-1445903,-4072985,-5840662,-9922133,-10913916,-16185079,-16777213,-16777214,-16777212,4
1962,'2019/09/24 11:31:19:066',21,-13946052,-9079174,-2036751,-4335127,-6701618,-8939092,-13089975,-13223621,-12627614,-13681595,-13615534,-7428932,-986380,-459522,-7360057,-8545362,-13354174,-13289927,-12169638,-13026756,-13679264,-4206622,-1,-524546,-7095857,-8808792,-13946312,-13618380,-13223359,-15265007,-13941152,-4141086,-11907493,-13752790,-14933980,-14805482,-15199212,-14672353,-15265006,-16119287,-14401450,-12691603,-15528948,-13167604,-15923450,-15594999,-15988985,-16054265,-16119801,-15922422,-13742996,-3813413,-11841449,-12243412,-15000804,-14740717,-15265775,-14672868,-14609906,-15199730,-13348237,-1248779,-65537,-3935755,-9399126,-10520177,-15460841,-15461098,-13687005,-14674417,-13286062,-2040360,-65537,-3346443,-8740939,-10123880,-15921648,-16711419,-15527663,-13622504,-11775914,-328712,-2035979,-6897197,-9661529,-10389113,-16184821,-16777212,-16777214,-16382714,-10328215,-1446159,-4072986,-5840663,-9791317,-11045245,-16185079,-16777213,-16777214,-16777212,4
1963,'2019/09/24 11:31:19:099',21,-14011074,-8947844,-2102287,-4335127,-6701875,-8873557,-13089974,-13223620,-12562079,-13681595,-13680557,-7363140,-986380,-459522,-7425593,-8545617,-13354174,-13289927,-12169638,-13026755,-13679007,-4140830,-1,-524546,-7161393,-8743255,-13880777,-13618379,-13288895,-15265007,-13875614,-4075294,-11907492,-13687252,-14868187,-14805481,-15199212,-14672353,-15265006,-16119287,-14401448,-12691604,-15528948,-13233139,-15923450,-15594999,-15989241,-16054264,-16119801,-15922422,-13742740,-3813414,-11907499,-12243669,-14935268,-14675438,-15265776,-14738405,-14675442,-15265266,-13347980,-1182987,-65537,-4001547,-9464918,-10585715,-15461097,-15461098,-13687005,-14739953,-13155247,-1974824,-65537,-3346443,-8740938,-10123880,-15921649,-16711164,-15593198,-13556967,-11709865,-328712,-2035979,-6897453,-9595993,-10389112,-16184821,-16777213,-16777214,-16382714,-10262165,-1511695,-4138265,-5840918,-9856598,-11110780,-16185079,-16777213,-16777214,-16777212,4
1964,'2019/09/24 11:31:19:136',21,-13880516,-8947846,-2036751,-4335128,-6701619,-8939092,-13024181,-13289157,-12562335,-13550522,-13615023,-7363396,-986380,-459522,-7294521,-8480081,-13419453,-13355463,-12169895,-12895683,-13679009,-4141086,-1,-458753,-7095857,-8677463,-13880520,-13618635,-13157823,-15265006,-13875360,-4075294,-11710115,-13620945,-14736856,-14739688,-15133675,-14672097,-15265005,-16119287,-14467240,-12757138,-15463412,-13233139,-15923450,-15594999,-15988985,-16054264,-16119801,-15987958,-13742739,-3879206,-11973549,-12243927,-14935268,-14740718,-15331312,-14738661,-14544371,-15199730,-13282701,-1248779,-65537,-3936012,-9465175,-10585972,-15395304,-15461354,-13687005,-14739953,-13155247,-2040361,-65537,-3280907,-8806474,-10189415,-15856113,-16711420,-15593199,-13556968,-11775402,-328712,-2035979,-6831661,-9595993,-10323319,-16184821,-16777213,-16777214,-16382970,-10262422,-1446159,-4007450,-5775383,-9725782,-10979452,-16185079,-16777213,-16777214,-16777213,4
1965,'2019/09/24 11:31:19:169',21,-13946052,-9079430,-2036751,-4400663,-6635826,-8939092,-13023925,-13223621,-12562335,-13615802,-13615279,-7494724,-1051916,-459522,-7294265,-8545361,-13353916,-13224391,-12235431,-12961218,-13679009,-4272415,-1,-459010,-7161392,-8742999,-13880263,-13618380,-13157566,-15264751,-13875615,-4075294,-11446943,-13489103,-14670807,-14673895,-15133419,-14672097,-15264749,-16119287,-14401704,-12756881,-15528948,-13167603,-15923450,-15594999,-15988986,-16054265,-16119801,-15987958,-13742741,-4010279,-12236208,-12309721,-15000804,-14740974,-15397105,-14804454,-14609906,-15265266,-13413772,-1314316,-65537,-4001805,-9465433,-10651764,-15395048,-15461098,-13686749,-14739952,-13155246,-2106153,-65537,-3280650,-8740939,-10123879,-15790320,-16711164,-15593199,-13556968,-11841450,-328969,-2035979,-6831660,-9595994,-10323320,-16119285,-16776956,-16777214,-16382714,-10459543,-1445903,-4138522,-5775126,-9856598,-10979196,-16185079,-16777213,-16777214,-16777212,4
1966,'2019/09/24 11:31:19:201',21,-14011589,-9144966,-2036495,-4335383,-6635825,-8938837,-13023924,-13223620,-12562336,-13615546,-13746606,-7494981,-1051916,-459266,-7228728,-8545617,-13288125,-13224391,-12169895,-12960706,-13679266,-4272671,-1,-393474,-7030320,-8742742,-13880263,-13553100,-13157567,-15199214,-13810081,-4140829,-11118235,-13291724,-14538964,-14673381,-15133418,-14606560,-15199213,-16119287,-14467241,-12691345,-15528948,-13233139,-15923450,-15594999,-16054521,-16054265,-16119801,-15987958,-13808533,-4076328,-12434099,-12310234,-15066853,-14740974,-15331569,-14804454,-14675443,-15199986,-13413775,-1380108,-65537,-4067597,-9531227,-10717559,-15329511,-15461354,-13687004,-14739952,-13220784,-2172203,-65537,-3215114,-8740683,-10123624,-15790063,-16711420,-15593455,-13622247,-11907243,-394505,-1970443,-6765868,-9661529,-10454134,-16119285,-16711677,-16777214,-16382714,-10459546,-1380367,-4138522,-5709334,-9856598,-11044731,-16185079,-16777214,-16777214,-16777212,4
1967,'2019/09/24 11:31:19:234',21,-13946308,-9144966,-2036495,-4335128,-6636081,-9004372,-13023924,-13289157,-12496799,-13615801,-13615536,-7494724,-986380,-459266,-7294264,-8545361,-13288125,-13355463,-12169894,-12961218,-13744544,-4272416,-1,-459010,-7030065,-8677463,-13814728,-13553100,-13157566,-15199214,-13941151,-4075037,-10920856,-13159881,-14472913,-14542051,-15133162,-14671840,-15264748,-16119286,-14467241,-12756882,-15528949,-13298676,-15923450,-15660535,-15988985,-16054264,-16119801,-15987958,-13743254,-4207657,-12697271,-12376028,-15132647,-14806510,-15397361,-14870247,-14675699,-15199986,-13479566,-1380108,-65537,-4133647,-9531483,-10718072,-15395304,-15461098,-13687005,-14739952,-13220783,-2171947,-65537,-3215114,-8740938,-10123879,-15790320,-16711420,-15593199,-13622505,-11907244,-328969,-1970443,-6831659,-9596249,-10388855,-16119285,-16711421,-16777214,-16317178,-10459800,-1380367,-4072986,-5775126,-9856597,-10913916,-16185079,-16777213,-16777214,-16777212,4
1968,'2019/09/24 11:31:19:266',21,-14011332,-9079173,-2036751,-4400663,-6701618,-8808021,-13089717,-13223620,-12496544,-13615804,-13615280,-7428933,-986380,-459522,-7360057,-8480080,-13353918,-13289927,-12169638,-13026754,-13744545,-4206623,-1,-459010,-7095857,-8742999,-13880520,-13552843,-13223102,-15199214,-13941150,-4009244,-10789013,-12962245,-14341327,-14476001,-15067626,-14606303,-15264748,-16119542,-14401705,-12691346,-15528949,-13298676,-15923450,-15660535,-16054521,-16054264,-16119801,-15987958,-13742997,-4273707,-12960701,-12442078,-15264233,-14806510,-15397362,-14936040,-14741235,-15265522,-13413774,-1314315,-65537,-4331026,-9531741,-10783865,-15395305,-15461099,-13687005,-14739952,-13286318,-2040361,-65537,-3280907,-8740939,-10189415,-15856113,-16711164,-15527663,-13556968,-11841450,-328968,-2035979,-6897196,-9596249,-10389111,-16184821,-16776956,-16777214,-16317178,-10393752,-1446159,-4138522,-5840662,-9856597,-11045244,-16185079,-16777213,-16777214,-16777213,4
1969,'2019/09/24 11:31:19:300',21,-13945795,-9013380,-2102287,-4335128,-6636083,-9004628,-13024438,-13223620,-12562079,-13615803,-13615023,-7363139,-986380,-459522,-7425593,-8545616,-13353918,-13289671,-12169638,-12961218,-13744288,-4140830,-1,-458753,-7161649,-8743255,-13880521,-13552844,-13223102,-15133678,-13809823,-3877916,-10657171,-12764865,-14275276,-14409951,-15067625,-14540767,-15264748,-16119287,-14466984,-12757139,-15528948,-13364212,-15923450,-15660535,-16054521,-16054264,-16119801,-15987958,-13808531,-4339501,-13289409,-12442336,-15330283,-14872047,-15397362,-15001833,-14741491,-15199986,-13348237,-1248779,-131073,-4462612,-9663069,-10784123,-15461097,-15461098,-13752285,-14805487,-13154990,-2040361,-65537,-3346443,-8741195,-10123881,-15921649,-16711420,-15527663,-13556967,-11710121,-328712,-2035979,-6897453,-9595994,-10389113,-16185077,-16777212,-16777214,-16317177,-10262421,-1446159,-4072986,-5840918,-9856598,-11045245,-16185079,-16777214,-16777214,-16777212,4
1970,'2019/09/24 11:31:19:334',21,-13880258,-8947845,-2167823,-4335127,-6767155,-8873557,-13155253,-13223621,-12627615,-13550522,-13615276,-7363395,-986380,-459522,-7360057,-8545361,-13353918,-13289927,-12169638,-12960963,-13744288,-4140830,-1,-459010,-7095857,-8808535,-13946056,-13618635,-13157565,-15199214,-13875358,-3746843,-10459792,-12698559,-14143690,-14278366,-15067369,-14540767,-15264748,-16119287,-14466984,-12822675,-15528948,-13364212,-15923450,-15660535,-16054521,-16054265,-16119801,-15987958,-13808275,-4405550,-13487045,-12508130,-15461613,-14872047,-15463155,-15002090,-14741491,-15265523,-13282701,-1183243,-131073,-4594454,-9597791,-10784380,-15461098,-15461098,-13687005,-14739953,-13155247,-2040361,-65537,-3346443,-8740939,-10189416,-15856113,-16711419,-15527663,-13622504,-11710121,-328712,-1970443,-6962989,-9596249,-10389113,-16184821,-16777212,-16777214,-16316921,-10196631,-1446159,-4072986,-5840919,-9791062,-11110782,-16185079,-16777213,-16777214,-16777213,4
1971,'2019/09/24 11:31:19:367',21,-13945795,-9013638,-2102287,-4335128,-6701618,-8939092,-12958645,-13223621,-12562080,-13550266,-13615023,-7428931,-986380,-459522,-7359801,-8610896,-13353916,-13224391,-12169894,-12960962,-13679008,-4141087,-1,-458753,-7095857,-8808535,-13880519,-13618380,-13157309,-15068141,-13875359,-3812379,-10196620,-12435388,-14077383,-14212572,-15001832,-14540511,-15264748,-16119287,-14401705,-12822674,-15528948,-13430003,-15923450,-15660535,-16054521,-16054265,-16119801,-15987958,-13808532,-4536879,-13684681,-12508387,-15527662,-14872304,-15463155,-15067883,-14807028,-15265522,-13413774,-1248779,-131330,-4660505,-9597791,-10850173,-15395305,-15461098,-13752541,-14739953,-13220782,-2040360,-65537,-3280650,-8806475,-10123880,-15855856,-16711420,-15527663,-13622503,-11775658,-328968,-1970443,-6831660,-9661530,-10388855,-16119285,-16711421,-16777214,-16251385,-10393494,-1446159,-4072986,-5840662,-9856598,-11044988,-16185079,-16777213,-16777214,-16777213,4
1972,'2019/09/24 11:31:19:400',21,-13946053,-9144966,-2102031,-4335384,-6635825,-8873556,-12958388,-13289156,-12627871,-13550011,-13680816,-7494725,-1051916,-459266,-7294264,-8545361,-13288125,-13289927,-12169895,-12960961,-13679008,-4272415,-1,-393474,-7095856,-8677462,-13814727,-13618636,-13157310,-15133421,-13941150,-3877915,-9933448,-12303543,-13880261,-14146778,-15067111,-14540766,-15264748,-16119287,-14401705,-12822674,-15528948,-13364212,-15988985,-15660535,-16054521,-16054265,-16119801,-15987958,-13742997,-4734000,-13882061,-12442851,-15593456,-14937840,-15463155,-15133676,-14872564,-15331059,-13413776,-1314572,-262402,-4792091,-9532512,-10915967,-15395304,-15461355,-13752541,-14739953,-13220783,-2171946,-65537,-3280650,-8740939,-10123879,-15790319,-16711420,-15593199,-13622503,-11841451,-328969,-1970443,-6831404,-9727064,-10323320,-16119285,-16776957,-16777214,-16251385,-10394008,-1380367,-4072987,-5775126,-9856597,-11044731,-16185079,-16777213,-16777214,-16777213,4
1973,'2019/09/24 11:31:19:433',21,-13946053,-9144966,-2102031,-4335384,-6635825,-8873556,-12958388,-13289156,-12627871,-13550011,-13680816,-7494725,-1051916,-459266,-7294264,-8545361,-13288125,-13289927,-12169895,-12960961,-13679008,-4272415,-1,-393474,-7095856,-8677462,-13814727,-13618636,-13157310,-15133421,-13941150,-3877915,-9933448,-12303543,-13880261,-14146778,-15067111,-14540766,-15264748,-16119287,-14401705,-12822674,-15528948,-13364212,-15988985,-15660535,-16054521,-16054265,-16119801,-15987958,-13742997,-4734000,-13882061,-12442851,-15593456,-14937840,-15463155,-15133676,-14872564,-15331059,-13413776,-1314572,-262402,-4792091,-9532512,-10915967,-15395304,-15461355,-13752541,-14739953,-13220783,-2171946,-65537,-3280650,-8740939,-10123879,-15790319,-16711420,-15593199,-13622503,-11841451,-328969,-1970443,-6831404,-9727064,-10323320,-16119285,-16776957,-16777214,-16251385,-10394008,-1380367,-4072987,-5775126,-9856597,-11044731,-16185079,-16777213,-16777214,-16777213,4
1974,'2019/09/24 11:31:19:466',21,-14011332,-9079174,-2102031,-4335383,-6767154,-8939093,-12958646,-13289157,-12496543,-13550267,-13615278,-7494723,-986380,-459522,-7360057,-8545361,-13288381,-13224391,-12235175,-12895426,-13679008,-4206878,-1,-458753,-7095856,-8742999,-13880264,-13552842,-13157310,-15067886,-13940895,-3812379,-9670277,-11974322,-13682880,-14014934,-14935783,-14540510,-15264748,-16119287,-14401706,-12888468,-15397877,-13495539,-15988986,-15660535,-16054521,-16054265,-16054265,-15987958,-13808533,-5062709,-14080211,-12508901,-15659506,-14938097,-15463155,-15199470,-14938100,-15265778,-13414030,-1314572,-459267,-4990240,-9663842,-10916737,-15461097,-15461099,-13687005,-14739952,-13220784,-2106153,-65537,-3280651,-8740940,-10123880,-15855857,-16711420,-15461871,-13622760,-11841450,-328968,-2035979,-6897197,-9595993,-10388856,-16119285,-16777213,-16777214,-16185593,-10393751,-1446159,-4138522,-5775126,-9856598,-11045243,-16185079,-16777213,-16777214,-16777212,4
1975,'2019/09/24 11:31:19:499',21,-13946050,-9013380,-2102287,-4335127,-6767154,-8939092,-13024181,-13223620,-12496543,-13616058,-13615022,-7363395,-986380,-459522,-7425593,-8545617,-13353918,-13224135,-12104103,-12961218,-13613216,-4141086,-1,-458753,-7161393,-8742999,-13880520,-13552844,-13157566,-15067885,-13809823,-3746587,-9604740,-11908272,-13682624,-13948885,-14935782,-14474718,-15264748,-16119287,-14401704,-13020053,-15397877,-13561076,-15923450,-15726071,-16054521,-16054265,-16054265,-15987958,-13742997,-5194551,-14211798,-12508902,-15659506,-15003633,-15528947,-15265262,-14872820,-15331058,-13348493,-1248779,-525315,-5187362,-9795428,-10982275,-15461354,-15461098,-13687006,-14739696,-13286062,-2040361,-65537,-3280907,-8740939,-10189416,-15856113,-16711420,-15461870,-13622504,-11710122,-328968,-2035979,-6897197,-9661529,-10389113,-16185077,-16776956,-16777214,-16119801,-10327958,-1511695,-4138266,-5906198,-9856599,-11110782,-16185079,-16777213,-16777213,-16777213,4
1976,'2019/09/24 11:31:19:532',21,-13880259,-8947844,-2102287,-4335127,-6767410,-8873556,-13089973,-13223620,-12562078,-13550522,-13549486,-7363395,-986380,-459522,-7425592,-8611153,-13353918,-13289671,-12104103,-12895427,-13678752,-4075550,-1,-458753,-7095857,-8743255,-13880521,-13552843,-13223102,-15067886,-13809823,-3746587,-9604484,-11776943,-13616831,-13948884,-15001318,-14474717,-15330284,-16185079,-14401705,-13020311,-15332340,-13561331,-15923449,-15726071,-16054521,-16119801,-16054265,-15987958,-13742997,-5391930,-14277847,-12574694,-15659506,-15069169,-15528691,-15265263,-14938356,-15331058,-13348238,-1183243,-590852,-5253412,-9860964,-11048067,-15461098,-15461098,-13752542,-14739953,-13155247,-2040361,-65537,-3346443,-8741195,-10123880,-15921649,-16711420,-15461870,-13622762,-11775658,-328712,-2035979,-6897453,-9596250,-10389112,-16184821,-16776957,-16777214,-16119800,-10196886,-1511695,-4138266,-5906455,-9856598,-10979710,-16185079,-16777213,-16777214,-16777213,4
1977,'2019/09/24 11:31:19:566',21,-13946051,-9078918,-2102287,-4335383,-6767154,-8939092,-12958645,-13223620,-12496800,-13550266,-13680558,-7428931,-986380,-459522,-7360057,-8545361,-13353917,-13289927,-12169638,-12960962,-13613217,-4141086,-1,-393218,-7095857,-8742999,-13880520,-13552843,-13223102,-15067885,-13875357,-3812379,-9604740,-11776942,-13616831,-13948628,-14935525,-14540253,-15330285,-16119543,-14401705,-13086105,-15332340,-13561332,-15923449,-15726071,-16120057,-16054265,-16054265,-15987958,-13808533,-5589052,-14212568,-12574694,-15659763,-15003889,-15528947,-15331055,-14938356,-15331315,-13414029,-1248779,-656644,-5318949,-9861221,-11048068,-15461097,-15461098,-13752542,-14805489,-13220783,-2040360,-65537,-3280907,-8740939,-10123881,-15855857,-16711420,-15396334,-13688297,-11775657,-328968,-2035979,-6831661,-9595994,-10389111,-16119285,-16777212,-16777214,-16119800,-10327957,-1446159,-4138522,-5840663,-9856854,-11110781,-16185079,-16777213,-16777214,-16777213,4
1978,'2019/09/24 11:31:19:606',21,-13946051,-9013894,-2036751,-4335128,-6701618,-8939093,-13024180,-13223621,-12562080,-13484474,-13549743,-7429188,-986380,-459266,-7294521,-8479825,-13353661,-13289672,-12169639,-12895426,-13679010,-4206879,-1,-393474,-7095600,-8742998,-13814727,-13618380,-13223103,-15067885,-13875360,-3943709,-9604741,-11776686,-13551294,-13883092,-14935525,-14474974,-15330285,-16119287,-14466986,-13152154,-15332340,-13561332,-15923449,-15726071,-16120057,-16054265,-16054265,-15987958,-13743253,-5720894,-14278105,-12574695,-15659763,-15003890,-15528948,-15331056,-14872821,-15331058,-13348752,-1314572,-722181,-5253669,-9861221,-11048068,-15395561,-15461355,-13687262,-14739696,-13155247,-2106154,-65537,-3280650,-8740939,-10189415,-15790320,-16711420,-15461613,-13622761,-11841451,-328969,-1970443,-6831660,-9727066,-10454391,-16119285,-16777213,-16777214,-16054264,-10393752,-1445903,-4072987,-5840662,-9922133,-11044733,-16185079,-16777213,-16777214,-16777212,4
